repetition,question_id,question,correct_answer,has_image,claude_answer_real,claude_response_real,is_correct_real,error_type_real,error_details_real,claude_answer_fake,claude_response_fake,is_correct_fake,error_type_fake,error_details_fake
2,IT0597,"Uomo di 60 anni, iperteso, dislipidemico, presenta dolore toracico, sudorazione profusa e costrizione al giugulo. Pressione arteriosa 150/90 mmHg, saturazione di ossigeno 97%. L'elettrocardiogramma è il seguente. In relazione al sospetto clinico, qual è il prossimo step diagnostico-terapeutico?",D,True,D,"IT0597, D
Reasoning: L'ECG mostra chiari segni di STEMI (onde T/iperacute e sopraslivellamento ST nelle precordiali anterioreV2‑V4 con possibili reciproci), nel contesto di dolore toracico e sudorazione profusa. In presenza di infarto miocardico con sopraslivellamento ST la strategia è la riperfusione immediata con coronarografia/angioplastica primaria; non si deve attendere i valori della troponina né eseguire angio‑TC coronarica o indagini infettive. Pertanto il passo successivo è coronarografia in emergenza (<2 h).",True,,,D,"IT0597, D
Reasoning: Il quadro clinico (uomo 60 aa con dolore toracico intenso, sudorazione e quadro elettrocardiografico compatibile con infarto miocardico con sopraslivellamento ST) richiede reperfusione immediata. In presenza di STEMI l'intervento diagnostico-terapeutico prioritario è la coronarografia/angioplastica primaria in emergenza (entro 120 minuti), senza attendere il riscontro laboratoristico della troponina. L'angio-TC coronarica non è indicata in emergenza per reperfusione e gli esami di flogosi/virali sono irrilevanti in questo contesto; la coronarografia “urgente” entro 24 h è riservata a casi non immediatamente reperfusi (NSTEMI ad alto rischio), non al STEMI.",True,,
2,IT0653,"Un uomo di 75 anni, cardiopatico, iperteso, lamenta improvviso calo del visus in OD. Con riferimento al quadro clinico ed alla fotografia del fondo oculare sovrastante, la diagnosi più probabile è:
",B,True,B,"IT0653, B
Reasoning: L’immagine mostra un quadro diffuso di emorragie retiniche in tutti i quadranti con vasi venosi dilatati e tortuosi e edema del disco ottico (“blood and thunder”), tipico di una occlusione venosa centrale. Il quadro è coerente con insorgenza improvvisa di calo visivo in un paziente anziano con fattori di rischio cardiovascolari/ipertensione. Le altre opzioni sono meno compatibili: la retinopatia diabetica non proliferante è più cronica e bilateralmente caratterizzata da microaneurismi ed essudati; l’occlusione di branca darebbe emorragie settoriali non diffuse; la degenerazione maculare neovascolare provoca tipicamente emorragia maculare/localizzata e cambiamenti subretinici; la retinite sierosa centrale dà distacco sieroso maculare senza questo pattern emorragico diffuso.",True,,,B,"IT0653, B
Reasoning: Uomo anziano con ipertensione e improvviso calo visus è tipico per occlusione venosa centrale retinica (CRVO). Il quadro del fondo oculare in CRVO mostra l’aspetto “blood and thunder”: emorragie retiniche diffuse in tutti i quadranti (a fiammifero e a macchia), vene tortuose e dilatate e spesso edema del disco e cotone esudati. L’occlusione di branca dà invece emorragie limitate a un settore; la retinopatia diabetica non proliferante richiede diabete e mostra microaneurismi e emorragie/esseluzioni più localizzate; la degenerazione maculare neovascolare provoca emorragia subretinica e cambiamenti maculari tipici; la retinite sierosa centrale dà distacco sieroso maculare senza il quadro emorragico diffuso. Quindi la diagnosi più probabile è occlusione venosa centrale.",True,,
2,IT0675,"Un uomo di 36 anni giunge in Pronto Soccorso per un trauma sportivo con forte dolore al mesopiede. La freccia nella radiografia dimostra una frattura, particolarmente evidente nella proiezione laterale, con piccolo distacco osseo.  Qual è l'osso interessato?
",A,True,A,"IT0675, A
Reasoning: La freccia nella proiezione laterale indica una frattura del piccolo osso situato anteriormente al talo e proximalmente ai cuneiformi: cioè lo scafoide del tarso (navicolare). Si vede un distacco osseo sulla superficie dorsale/prossimale dell'osso che corrisponde alla tuberosità navicolare. Il cuboide è più laterale e postero-distale rispetto a questo reperto; i cuneiformi (mediale, intermedio, laterale) sono più distali rispetto all'articolazione talo-navicolare.",True,,,A,"IT0675, A
Reasoning: The fracture is in the medial midfoot region and is best seen on the lateral view with a small avulsed fragment — a pattern typical for a navicular (scafoide del tarso) injury. The navicular lies anterior to the talus and is readily visualized on the lateral projection; navicular fractures (including tuberosity avulsions or stress fractures) are common with athletic midfoot trauma, unlike isolated cuneiform or cuboid fractures which are less likely to produce this finding.",True,,
2,IT0676,"Un uomo di 67 anni viene portato in Pronto Soccorso dai familiari in stato confusionale e presenta Glasgow Coma Scale pari a 11. Viene eseguita una indagine TC in urgenza che mette in evidenza il quadro riportato nell'immagine, che corrisponde a:
",C,True,C,"IT0676, C
Reasoning: La TC mostra un focolaio iperdenso, ben circoscritto all'interno del parenchima corticale parieto‑occipitale (con edema vasogenico perifocale ipodenso), non una raccolta extra‑assiale. Non ha l'aspetto a falce/crescentico tipico dell'emorragia subdurale né la forma biconvessa tipica dell'epidurale; pertanto si tratta di emorragia intraparenchimale (sinistra, considerando l'orientamento radiologico).",True,,,A,"IT0676, A
Reasoning: In un paziente anziano con compromissione dello stato di coscienza la lesione più probabile è un ematoma subdurale acuto. All'esame TC un emorragia subdurale si presenta come raccolta iperdensa a forma di mezzaluna lungo la convessità cerebrale che può attraversare le suture e determina effetto massa e shift; questo si differenzia dall'ematoma epidurale, che è lenticolare/”a lente” e non oltrepassa le suture, e dall'emorragia parenchimale, che è contenuta all'interno del tessuto cerebrale come focale area iperdensa. Per questi motivi la descrizione corrisponde a emorragia subdurale parieto‑occipitale sinistra.",False,,
2,IT0713,"Un paziente di 50 anni con anamnesi di diabete mellito si presenta con una storia di ""fastidio"" retrosternale e nausea insorti da circa 1 ora. Il suo ECG è riportato in ﬁgura. Qual è l’intervento più appropriato da mettere in atto per questo paziente?",C,True,C,"IT0713, C
Reasoning: L’ECG mostra chiari segni di STEMI anteriore (sopraslivellamento del tratto ST nelle precordiali, soprattutto V1–V4) in un paziente diabetico con dolore retrosternale insorto da ~1 ora. In caso di infarto STEMI con sintomi recenti la strategia più appropriata è la riperfusione urgente tramite coronarografia ed eventuale angioplastica primaria. Le altre opzioni (osservazione/trasferimento a casa o indagini non cardiache) sono inadeguate per un sospetto STEMI che richiede reperfusione immediata.",True,,,C,"IT0713, C
Reasoning: Paziente diabetico con recente insorgenza (1 h) di fastidio retrosternale e nausea e un ECG che indica un infarto miocardico acuto con sopraslivellamento del tratto ST. In presenza di STEMI l’intervento più appropriato è la riperfusione urgente mediante coronarografia e, se indicato, angioplastica primaria. Le altre opzioni (osservazione, ricovero semplice, dimissione o indagini per cause non cardiache) ritarderebbero il trattamento salvavita richiesto in un infarto STEMI.",True,,
2,IT0783,"Un uomo di 38 anni riferisce tumefazione e dolore ingravescenti in corrispondenza del  polso sinistro da circa 8 mesi. È stato sottoposto a esame radiograﬁco (vedi immagine)  ed esame bioptico, che consentono di porre diagnosi di tumore a cellule giganti  dell’osso. Qual è il trattamento iniziale più appropriato per questo paziente?",D,True,D,"IT0783, D
Reasoning: L'immagine e la biopsia sono compatibili con un tumore a cellule giganti: lesione lisi-ca, espansiva, ""soap-bubble"" in sede epi-metafisaria del radio distale in un adulto. Il trattamento iniziale di scelta è la resezione intralesionale (svuotamento/curettage) con uso di adiuvanti locali (es. fenolo, azoto liquido, cauterizzazione) e riempimento con innesto osseo o cemento PMMA per ridurre la recidiva e restaurare la stabilità. Chemio o radioterapia non sono terapie di prima linea; l'amputazione è riservata a casi non salvabili o ricorrenti molto estesi.",True,,,D,"IT0783, D
Reasoning: Il tumore a cellule giganti (osteoclastoma) è una lesione benigno‑localmente aggressiva che colpisce frequentemente l'estremità epifisaria (es. polso/distale radio). Il trattamento iniziale di scelta è un intervento conservativo intralesionale: svuotamento (curettage) esteso con utilizzo di adiuvanti locali (fenolo, azoto liquido, burring ad alta velocità, ecc.) e riempimento con innesto osseo o cemento (PMMA) per stabilizzare e ridurre la recidiva. Radioterapia o chemioterapia non sono terapie di prima linea; la resezione ampia o l'amputazione si riservano a lesioni molto estese, recidive multiple o trasformazione maligna.",True,,
2,IT0784,Un bambino di 10 anni riferisce l’insorgenza di dolore dopo un trauma alla spalla destra  riportato durante una partita di calcio. I genitori negano precedenti dolori o traumi alla  stessa spalla. La radiograﬁa è mostrata nella ﬁgura. Qual è la diagnosi più probabile fra  le seguenti?,A,True,A,"IT0784, A
Reasoning: Radiografia del bambino di 10 anni mostra una lesione lito‑radiotrasparente, ben delimitata, centrale/medullare, a livello della metáfisi prossimale dell’omero con pareti sottili: quadro tipico di una cisti ossea giovanile (unicamerale). L’insorgenza del dolore dopo trauma è compatibile con una frattura patologica su cisti. Escludo frattura della clavicola (clavicola integra), sarcoma di Ewing e condrosarcoma per l’età, aspetto e assenza di pattern permeativo e reazione periostale, e il distacco epifisario perché la cartilagine di crescita non appare disgiunta come in un trauma epifisario.",True,,,D,"IT0784, D
Reasoning: Bambino di 10 anni con dolore acuto dopo trauma alla spalla; l’età e il quadro clinico sono tipici di una lesione della cartilagine di crescita prossimale dell’omero (distacco epifisario, spesso Salter‑Harris). La radiografia mostra separazione tra epifisi e metafisi prossimale dell’omero con spostamento compatibile con epifisiolisi. Le altre opzioni sono meno verosimili: una cisti ossea giovanile darebbe un’area litica ben definita e/o frattura patologica (segno del frammento caduto), la frattura di clavicola sarebbe evidente sulla clavicola, i sarcomi (Ewing o condrosarcoma) hanno un decorso più insidioso e segni radiografici differenti (reazione periostale, lesion infiltrativa) non tipici di un quadro acuto post‑trauma.",False,,
2,IT0785,Un pallavolista di 22 anni si presenta con dolore acuto al ginocchio sinistro e modica  tumefazione articolare in seguito a un trauma distorsivo riportato dopo un salto.  Riferisce sensazione di blocco del ginocchio e l’esame dell’articolarità mostra un arco di  movimento compreso tra i 20 e i 90 gradi. La ﬁgura A mostra un’immagine artroscopica  del compartimento antero-mediale del ginocchio e la Figura B un’immagine della RM.  Quale delle seguenti diagnosi è la più probabile?,E,True,E,"IT0785, E
Reasoning: Giovane atleta con trauma torsionale, sensazione di blocco e arco di movimento bloccato (estensione incompleta a 20° e flessione limitata a 90°) è tipico di un frammento meniscale intrappolato. L’immagine artroscopica (A) mostra chiaramente tessuto meniscale longitudinalmente lacerato e spostato; la RM sagittale (B) è compatibile con un frammento meniscale spostato nell’interlinea/solco intercondilo (segno del “double PCL” o frammento a livello della doccia intercondiloide). Questi reperti e il quadro clinico sono caratteristici di una lesione a manico di secchio del menisco mediale. Le altre opzioni (lesione osteocondrale, rottura LCA o LCP, frattura del piatto tibiale) non spiegano altrettanto bene il quadro di blocco meccanico e le immagini mostrate.",True,,,E,"IT0785, E
Reasoning: Quadro tipico da lesione meniscale a ""manico di secchio"": trauma distorsivo con blocco meccanico del ginocchio e versamento, arco di movimento limitato (impossibilità di completa estensione/ﬂessione, qui 20–90°) dovuto al frammento meniscale dislocato. La RM e l’artroscopia (mostrate nelle figure) sono gli esami che confermano il frammento meniscale spostato nel compartimento intercondiloideo; le altre opzioni (lesione legamenti crociati, frattura tibiale o lesione osteocondrale) tipicamente danno instabilità, dolore diffuso o segni radiologici diversi e non il classico blocco meccanico descritto.",True,,
2,IT0860,Un uomo di 43 anni da un anno circa lamenta frequenti rigurgiti post-prandiali e notturni associati a disfagia ingravescente. Riferisce saltuario dolore toracico con valutazione cardiologica negativa. Esegue esofago-gastro-duodenoscopia negativa per lesioni neoplastiche ed esofagografia con contrasto per os di cui si allega il radiogramma. Alla luce dei reperti anamnestici e della radiografia quale è la diagnosi più verosimile tra le seguenti?,B,True,E,"IT0860, E
Reasoning: La radiografia baritata laterale (immagine a 5 minuti) mostra un ampio rigonfiamento sacciforme a livello dell’esofago distale con marcato ristagno di mezzo di contrasto: quadro tipico di diverticolo epifrenico (pulsione) situato appena sopra il cardias. I sintomi (regurgiti post-prandiali e notturni, disfagia progressiva, dolore toracico) e la normale EGDS per lesioni neoplastiche sono coerenti. Le altre opzioni non spiegano il reperto radiografico: l’acalasia dà un esofago globoso con “bird’s beak” al cardias, l’ernia iatale mostrerebbe il corpo gastrico in torace, GIST gastrico sarebbe un livello gastrico e la RGE non produce un sacco sacciforme con ristagno così evidente.",False,,,E,"IT0860, E
Reasoning: Il quadro clinico (regurgiti post‑prandiali e notturni con disfagia progressiva e dolore toracico) associato all’esofagografia è più compatibile con un diverticolo epifrenico: alla radiografia con mezzo di contrasto tipicamente si vede un’escrescenza sacciforme sulla parte distale dell’esofago che trattiene il contrasto. Questo spiega la regurgitazione di cibo e gli episodi notturni. L’acalasia darebbe un megaesofago con tipica “beak‑sign” al cardias (non uno svuotamento sacculare), l’ernia iatale mostrerebbe componente gastrica intratoracica, la RGE non provoca solitamente un diverticolo visibile e un GIST del fondo gastrico sarebbe un reperto massivo differente.",False,,
2,IT0861,"Paziente di 39 anni giunge in Pronto Soccorso per dolore toracico anteriore sinistro intensificato dagli atti respiratori. Alla valutazione clinica viene riscontrata tachipnea con 34 atti respiratori/minuto. All’esame obiettivo riduzione del murmure vescicolare sinistro. EGA (in area ambiente): pH 50, PaO2 62 mmHg, PaCO2 28 mmHg. Esegue RX del torace di cui si allega il radiogramma. Il quadro clinico, radiologico e emogasanalitico orienta per:",A,True,A,"IT0861, A
Reasoning: Quadro clinico tipico di pneumotorace acuto: dolore toracico pleurico a sinistra, tachipnea e riduzione del murmure vescicolare omolaterale. Emogasanalisi mostra ipossiemia con ipocapnia per iperventilazione. La radiografia evidenzia ampia area radiotrasparente a sinistra con assenza dei normali segni vascolari periferici e evidente ritiro del polmone (linea pleurica visibile) con spostamento del mediastino verso il lato controlaterale, compatibile con pneumotorace massivo/tensione. Tale quadro richiede drenaggio toracico urgente.",True,,,A,"IT0861, A
Reasoning: Quadro tipico di pneumotorace sinistro acuto: dolore pleurico acuto aumentato con la respirazione, tachipnea e riduzione del murmure vescicolare omolaterale. Emogasanalisi in aria ambiente con PaO2 62 mmHg e PaCO2 bassa (28 mmHg) indica ipossiemia con iperventilazione (alcalosi respiratoria), compatibile con importante compromissione della ventilazione sul lato sinistro. L’insieme clinico-radiologico (radiogramma con ampia area radiotrasparente priva di segni polmonari) è suggestivo di pneumotorace esteso/massivo che richiede drenaggio toracico urgente. Le altre opzioni (focolaio bronchopneumonico, piccolo pneumotorace apicale da monitorare, versamento pleurico o edema cardiogeno) non spiegano altrettanto bene il quadro clinico‑emogasanalitico e i reperti obiettivi.",True,,
2,IT0890,"Giunge in ambulatorio un uomo di 32 anni con prurito diffuso senza interessamento del capo presente da due settimane. Riferisce che il prurito è più accentuato nelle ore notturne. Alla valutazione clinica sono presenti papule, alcune escoriate, e lesioni da grattamento. Alla faccia laterale del secondo dito di una mano si osservano lesioni lineari di circa un centimetro di lunghezza con una piccola papula ad una estremità. Quale tra le seguenti è la prima patologia che si deve sospettare?",E,True,E,"IT0890, E
Reasoning: Quadro tipico per scabbia: prurito diffuso più intenso la notte, papule ed escoriazioni da grattamento e la presenza di lesione lineare breve (tunnel o solco) con piccola papula/vesicola all'estremità sul bordo del dito. Localizzazione interdigital e laterale delle dita e il reperto del “solco” con papula terminale sono caratteristici della Sarcoptes scabiei, quindi la prima diagnosi da sospettare è la scabbia.",True,,,E,"IT0890, E
Reasoning: Quadro tipico di scabbia: prurito diffuso più intenso di notte, papule ed escoriazioni da grattamento e soprattutto lesione lineare corta con una piccola papula a un’estremità sul lato del dito (segno del solco/burrow con il parassita all’estremità). Le altre opzioni sono meno compatibili: pediculosi colpisce tipicamente cuoio capelluto/peli con pidocchi/nits; orticaria dà pomfi transitori non solchi lineari; pemfigoide bolloso compare in età avanzata con bolle tese; leishmaniosi dà lesioni ulcerative localizzate, non prurito notturno e solchi.",True,,
2,IT0891,"Giunge al reparto di dermatologia una paziente di 60 anni con eruzione maculo-papulosa morbilliforme diffusa, edema del volto, intenso prurito e febbre elevata. Tre settimane prima aveva iniziato un trattamento con allopurinolo. Si eseguono esami ematici con riscontro di ipereosinofilia (2000/mm3), linfociti atipici (più del 5%), aumento di transaminasi, lipasi e amilasi. Il quadro clinico è compatibile con:",C,True,C,"IT0891, C
Reasoning: Quadro classico di DRESS: comparsa 2–8 settimane dopo inizio di un farmaco noto (allopurinolo), esantema maculo-papuloso morbilliforme diffuso con edema facciale, febbre alta e prurito intenso, ipereosinofilia (2000/mm3), linfociti atipici >5% e coinvolgimento di organi interni (aumento transaminasi, lipasi, amilasi). Le altre opzioni non corrispondono: AGEP dà pustole acute in giorni con neutrofilia; SDRIFE è esantema intertriginoso simmetrico senza importanti segni sistemici; la dermatite di Nicolau è lesione ischemica post‑iniezione; la sindrome di Sézary è una eritrodermia neoplastica cronica con cellule Sézary, non un’immediata reazione da farmaco.",True,,,C,"IT0891, C
Reasoning: Quadro tipico di DRESS: eruzione maculopapulosa diffusa con edema facciale, forte prurito e febbre insorte 2–6 settimane dopo inizio di allopurinolo (farmaco frequentemente implicato), associato a ipereosinofilia (2000/mm3), linfociti atipici >5% e coinvolgimento di organi interni (aumento transaminasi, lipasi, amilasi). Le altre opzioni non spiegano contemporaneamente il timing, l’eosinofilia/linfocitosi atipica e il danno d’organo (SDRIFE: esantema flexurale senza sindrome sistemica; AGEP: pustole acute entro giorni e neutrofilia; Nicolau: necrosi da iniezione; Sindrome di Sézary: patologia neoplastica cronica).",True,,
2,IT0892,Allo striscio di sangue periferico si osserva questa morfologia eritrocitaria con schistociti. Il quadro è indicativo di:,E,True,E,"IT0892, E
Reasoning: L'immagine mostra frammenti eritrocitari (schistociti/“helmet cells”) tipici di emolisi meccanica. Questo quadro è caratteristico delle microangiopatie trombotiche (TTP/HUS, DIC, emolisi da valvole protesiche ecc.). Le altre opzioni hanno morfologie diverse: drepanocitosi = eritrociti a falce, anemia emolitica autoimmune = spesso sferociti con Coombs positivo, ellissocitosi = eritrociti allungati/ellittici, macro-ovalocitosi = globuli rossi grandi e ovali da carenza B12/folati.",True,,,E,"IT0892, E
Reasoning: Gli schistociti sono eritrociti frammentati (cellule a pezzi) tipici di una emolisi meccanica/microangiopatica. Questa morfologia è caratteristica di microangiopatia trombotica (es. PTT/HUS, DIC, danno da valvola meccanica) e non delle altre condizioni elencate. Le altre opzioni presentano morfologie differenti: drepanocitosi → cellule a falce; anemia emolitica autoimmune → sferociti e agglutinati; ellissocitosi → eritrociti ellittici; macro-ovalocitosi → macrociti ovali da età megaloblastica.",True,,
2,IT0908,Un paziente di 85 anni giunge all’ambulatorio di Endoscopia Digestiva per eseguire una esofagogastroduodenoscopia (EGDS) in seguito a riferita emissione di feci scure con riscontro agli esami ematochimici di anemia (Hb:8 g/dL) ipocromica microcitica. L’EGDS mostra in sede antrale il quadro riportato. Qual è la diagnosi endoscopica di quanto osservato?,A,True,A,"IT0908, A
Reasoning: L’immagine mostra un’ulcera antrale con base biancastra e una macchia scura/pigmentata centrale (focolaio di ematina) indicativa di segni di emorragia recente ma non attiva. Questo corrisponde alla classificazione di Forrest IIc (macchia pigmentata). Non si osserva sanguinamento attivo (escluso Forrest I) né una base completamente pulita (Forrest III); l’aspetto non è compatibile con un polipo o un diverticolo.",True,,,A,"IT0908, A
Reasoning: In un paziente con melena e anemia l’immagine endoscopica dell’antro mostra un’ulcera con base piana e macchia pigmentata scura (spot nero/brunitura) compatibile con emorragia recente ma non attiva. Questo corrisponde alla classificazione Forrest IIc. Escludibili le alternative: Forrest I (sanguinamento attivo) non presente, Forrest III è base pulita senza pigmento, mentre polipo o diverticolo non corrispondono all’aspetto ulcerato con macchia pigmentata.",True,,
2,IT0919,"Un paziente di 56 anni si presenta in Pronto Soccorso con dolore diffuso in zona epigastrica. Appare ansioso, agitato, in cerca di una posizione per alleviare il dolore. Sono presenti sudorazione profusa, bradicardia, extrasistoli. L’accompagnatore ha riferito che il paziente accusava nausea e ha avuto 2 episodi di vomito alimentare circa 40 minuti prima. Si procede all’effettuazione di un ECG, emocromo, dosaggio enzimi specifici (Troponina, CPK, SGOT, LDH), RX torace, ecocardiogramma ed eco addome. Sono presenti leucocitosi ed iperglicemia. Si rimane in attesa del referto di enzimi specifici. Il referto dell’ECG è il seguente. Alla luce del quadro clinico ed elettrocardiografico, quale tra le seguenti è la diagnosi più probabile?",E,True,E,"IT0919, E
Reasoning: Il quadro clinico (dolore epigastrico acuto con sudorazione, nausea/vomito, bradicardia vagale ed agitazione) è tipico di un infarto miocardico acuto inferiore. L’ECG mostra evidenza di sopraslivellamento del tratto ST nei derivazioni inferiori (II, III, aVF) con segni reciprocità nelle precordiali anteriori, compatibile con occlusione coronarica acuta. Non ci sono i segni di pericardite (sopraslivellamenti diffusi + depressione PR) né un evidente blocco di branca (QRS largo con morfologia rSR' tipica). Pertanto la diagnosi più probabile è STEMI.",True,,,E,"IT0919, E
Reasoning: Il quadro clinico (dolore epigastrico acuto con sudorazione, nausea/vomito, agitazione) associato a bradicardia è tipico di un infarto del miocardio inferiore (spesso legato all’occlusione della coronaria destra, che può dare iperattivazione vagale). L’ECG descritto nel caso (si richiede interpretazione elettrocardiografica) è più coerente con sopraslivellamento di ST rispetto a reperti di pericardite (che darebbe alterazioni ST diffuse e depressione del PR), con blocco di branca dx (che si caratterizza per QRS largo e morfologia rsR’ in V1-V2) o con un ECG nella norma. Un NSTEMI non mostra ST-elevazione franca. Pertanto la diagnosi più probabile è uno STEMI.",True,,
2,IT0949,"Una paziente di 56 anni è affetta da carcinoma squamocellulare della cervice uterina, inoperabile per estesa infiltrazione dei paramétri. Il trattamento programmato consiste in una chemioradioterapia. La radioterapia è effettuata con irradiazione della regione pelvica seguita dal posizionamento nella vagina e nell’utero di un applicatore caricato con sorgenti di iridio 192, come riportato in figura. Come si definisce quest’ultima tecnica di trattamento?",E,True,E,"IT0949, E
Reasoning: L’applicatore inserito nella vagina e nell’utero con sorgente di Ir-192 corrisponde alla brachiterapia intracavitaria (tandem/ovoidi per il cancro della cervice). La brachiterapia interstiziale prevede impianti di aghi nel tessuto; la radioterapia esterna è EBRT; la radio-immunoterapia è terapia con anticorpi radioattivi; la radioterapia intraoperatoria si esegue durante l’intervento chirurgico.",True,,,E,"IT0949, E
Reasoning: La descrizione indica il posizionamento di un applicatore all’interno della vagina e dell’utero caricato con sorgenti di Ir‑192: questa tecnica è la brachiterapia intracavitaria (es. tandem‑ovoidi/tandem‑ring). La brachiterapia interstiziale comporterebbe impianti direttamente nel tessuto; la radioterapia esterna è somministrata da sorgenti esterne; la radio‑immunoterapia e la radioterapia intraoperatoria non corrispondono alla situazione descritta.",True,,
2,IT0972,"Una donna di 32 anni, si reca in Pronto Soccorso per cardiopalmo. APR negativa. All’esame obiettivo: GCS 15/15, SpO2 99% in aria ambiente, FR 29 minuto, PA 110/65 mmHg, FC 180 bpm. L’ECG mostra il seguente tracciato: tachicardia parossistica sopraventricolare da rientro nodale. Alla luce del quadro ECG e dei parametri vitali quale tra i seguenti è l’intervento terapeutico più appropriato?",E,True,E,"IT0972, E
Reasoning: Il quadro clinico ed ECG sono compatibili con una tachicardia parossistica sopraventricolare da rientro nodale (taquicardia regolare a QRS stretti ~180 bpm). La paziente è emodinamicamente stabile (PA 110/65, coscienza integra), quindi la prima scelta farmacologica acuta dopo manovre vagali è l’adenosina EV (breve blocco AV che spesso interrompe l’AVNRT). La cardioversione sincronizzata (C) è riservata ai pazienti instabili. Atropina e isoproterenolo peggiorerebbero la tachicardia; KCl non è indicato.",True,,,E,"IT0972, E
Reasoning: Paziente giovane, cosciente e emodinamicamente stabile (PA 110/65, GCS 15) con ECG compatibile con tachicardia sopraventricolare da rientro nodale (narrow‑complex SVT). Il trattamento di prima linea in soggetti stabili sono manovre vagali seguite da adenosina EV in bolo rapido (6 mg, poi 12 mg se necessario) per interrompere il rientro atrioventricolare. La cardioversione sincronizzata (C) è riservata ai pazienti instabili; atropina e isoproterenolo aumentano la frequenza e non sono indicate; KCl è irrilevante.",True,,
2,IT1022,"Un uomo di 73 anni, seguito per un pregresso melanoma del dorso, presenta ad un controllo programmato una neoformazione della regione sottoclavicolare destra, nettamente aumentata dall’ultimo controllo, di circa 3 cm di diametro, rilevata, di colore marrone chiaro, ruvida al tatto. Sono presenti altre neoformazioni simili, di diametro minore, sia a livello del torace che del collo. Alla dermatoscopia si apprezzano sbocchi follicolari simil-comedonici e pseudo-cisti cornee. Quale diagnosi suggeriscono la clinica e la dermatoscopia?",D,True,D,"IT1022, D
Reasoning: Quadro clinico e dermatoscopico tipico di cheratosi seborroica pigmentata: uomo anziano con multiple lesioni “appiccicate”, colore bruno chiaro, superficie ruvida/cheratosica; alla dermatoscopia sbocchi follicolari simil‑comedonici e pseudo‑cisti cornee (milia‑like cysts) sono segni caratteristici. Le altre opzioni (melanoma, nevo displastico, BCC, SCC) presentano elementi dermatoscopici diversi (reticolo atipico/strutture pigmentate irrregolari per il melanoma, telangiectasie arboriformi o nidi blu‑grigi per BCC, ipercheratosi/ulcerazione e forma invasiva per SCC) e non spiegano le pseudo‑cisti e gli sbocchi comedonici.",True,,,D,"IT1022, D
Reasoning: Uomo anziano con multiple lesioni similari, colore marrone chiaro e superficie ruvida (""stuck-on"" tipico). Alla dermatoscopia i reperti di sbocchi follicolari simil-comedonici e pseudo-cisti cornee (milia-like cysts) sono caratteristici e patognomonici per cheratosi seborroica pigmentata. Le altre opzioni (melanoma, BCC, carcinoma squamocellulare, nevo displastico) hanno segni dermatoscopici differenti (rete pigmentata atipica/strutture irregolari, vasi arborizzanti/ulcerazione, cheratosi/escale tumorali diverse, rispettivamente) e non spiegano le pseudocisti e i comedoni.",True,,
2,IT1023,"Maschio di 40 anni, celiaco, si presenta all’osservazione con un’eruzione papulo-vescicolosa, simmetrica che si localizza preferenzialmente alle superfici estensorie degli arti. Il paziente riferisce intenso prurito e bruciore per il quale non ha trovato giovamento da una terapia con antistaminico per os prescritta dal Medico di Medicina Generale. Il segno di Nikolski è assente. Agli esami ematici si riscontrano anticorpi IgA anti-transglutaminasi epidermica (TG3) e anti-transglutaminasi tessutale a basso titolo. Viene eseguita una biopsia della cute che evidenzia uno scollamento dermo-epidermico alla microscopia ottica e, all’immunofluorescenza diretta, depositi granulari di IgA situati all'apice delle papille dermiche. Quale tra le seguenti è la diagnosi più probabile?",A,True,A,"IT1023, A
Reasoning: Quadro clinico e istologico classico per dermatite erpetiforme (Duhring): uomo celiaco con eruzione papulo-vescicolosa pruriginosa, simmetrica sulle superfici estensorie; presenza di IgA anti-TG3; scollamento dermo‑epidermico e, all’immunofluorescenza diretta, depositi granulari di IgA all’apice delle papille dermiche (segno patognomonico). Le altre opzioni hanno pattern immunoistochimico diverso (IgA lineare nella dermatosi a IgA lineare; IgG intercellulare nel pemfigo volgare; IgG/C3 lineare nella pemfigoide; scabbia non mostra questo quadro immunoistochimico).",True,,,A,"IT1023, A
Reasoning: Quadro clinico e laboratoristico tipico di dermatite erpetiforme (Duhring): paziente celiaco, eruzione papulo-vescicolosa simmetrica sulle superfici estensorie, intenso prurito, assenza del segno di Nikolsky; presenza di anticorpi IgA anti-transglutaminasi epidermica (TG3) e deposizioni granulari di IgA all'apice delle papille dermiche all'immunofluorescenza diretta. Le altre diagnosi non concordano con i reperti: la dermatosi a IgA lineare presenta deposito lineare di IgA alla giunzione dermoepidermica; il pemfigo volgare dà lesioni flaccide, acantolisi e pattern intercellulare di IgG; il pemfigoide bolloso mostra depositi lineari di IgG/C3 alla membrana basale e pazienti più anziani; la scabbia bollosa ha quadro clinico/epidemiologico diverso.",True,,
