repetition,question_id,question,correct_answer,has_image,claude_answer_real,claude_response_real,is_correct_real,claude_answer_fake,claude_response_fake,is_correct_fake,claude_answer,is_correct
1,IT1023,"Maschio di 40 anni, celiaco, si presenta all’osservazione con un’eruzione papulo-vescicolosa, simmetrica che si localizza preferenzialmente alle superfici estensorie degli arti. Il paziente riferisce intenso prurito e bruciore per il quale non ha trovato giovamento da una terapia con antistaminico per os prescritta dal Medico di Medicina Generale. Il segno di Nikolski è assente. Agli esami ematici si riscontrano anticorpi IgA anti-transglutaminasi epidermica (TG3) e anti-transglutaminasi tessutale a basso titolo. Viene eseguita una biopsia della cute che evidenzia uno scollamento dermo-epidermico alla microscopia ottica e, all’immunofluorescenza diretta, depositi granulari di IgA situati all'apice delle papille dermiche. Quale tra le seguenti è la diagnosi più probabile?",A,True,A,"IT1023, A
Reasoning: Quadro tipico di dermatite erpetiforme (Duhring): paziente celiaco, lesioni papulo-vescicolose simmetriche sulle superfici estensorie, intenso prurito, assenza di segno di Nikolsky. Presenza di anticorpi IgA anti-TG3 e",True,A,"IT1023, A
Reasoning: Quadro clinico e laboratoristico classico per dermatite erpetiforme: paziente celiaco, eruzione papulo-vescicolosa simmetrica su superfici estensorie con intenso prurito, presenza di anticorpi IgA anti-TG3, e immunofluorescenza diretta con",True,,
1,IT1044,"Una signora di 67 anni con storia di dispnea da sforzo, mai indagata in precedenza e mai sottoposta ad intervento chirurgico toracico, esegue spirometria. Sulla base dei risultati di seguito riportati quale sindrome disventilatoria è più probabile tra le seguenti?",C,True,API_ERROR,API_ERROR,False,C,"IT1044, C
Reasoning: Il tracciato e i valori spirometrici mostrano riduzione di FVC e VEMS protratta in modo proporzionale con rapporto VEMS/FVC normale o aumentato e riduzione dei volumi polmonari",True,,
1,IT1053,"Una paziente di 68 anni, con storia di ipertensione arteriosa e ipercolesterolemia in buon compenso farmacologico con ACE inibitore e statina, riferisce da alcuni giorni debolezza, cefalea e vertigini. Viene eseguito un ECG il cui tracciato è riportato qui di seguito. Quale tra i seguenti è il trattamento più adeguato?",C,True,C,"IT1053, C
Reasoning: Il tr",True,C,"IT1053, C
Reasoning: La paziente presenta sintomi compatibili con bradicardia/significativo blocco atrioventricolare (ECG mostrato) che causa debolezza, cefalea/vertigini per ipoperfusione cerebrale. Il trattamento definitivo di un blocco AV di alto grado o di una bradicardia sintomatica è l’impianto di pacemaker permanente. Le altre opzioni non sono appropriate: cardioversione sincronizzata e defibrillazione sono indicate per tachiaritmie emodinamicamente instabili (o VF/pulseless VT), non per bradicardia/AV block; la midodrina è per ipotensione ortostatica e non risolve un blocco AV; la semplice sospensione di ACE‑inibitore non è la misura correttiva per un blocco AV sintomatico.",True,,
1,IT1100,La tabella sottostante espone i risultati di uno studio caso-controllo. Quale tra i seguenti è il calcolo corretto per quantificare l’associazione tra la malattia e il fattore di rischio?,D,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
1,IT1113,Una donna di 73 anni giunge in Pronto Soccorso per dispnea e dolore toracico che peggiora durante la respirazione. Esegue Rx torace ed un approfondimento mediante TC torace con mdc. Qual è la diagnosi più probabile in base ai reperti mostrati negli studi di imaging?,C,True,API_ERROR,API_ERROR,False,B,"IT1113, B
Reasoning: Quadro clinico (dispnea acuta e dolore toracico di tipo pleuritico) e indagine eseguita con TC torace con mezzo di contrasto sono altamente suggestivi di embolia polmonare acuta. La TC con mdc (CTPA) è l’esame di scelta e mostra tipicamente difetti di riempimento intraluminali nelle arter",False,,
1,IT1114,Donna di 45 anni giunge in Pronto Soccorso per dolore toracico e dispnea. Viene eseguito uno studio angioTC con mdc del torace. L’immagine riportata mostra lo studio visualizzato con finestra per mediastino. Qual è la diagnosi più probabile fra le seguenti?,A,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
1,IT1118,Donna di 87 anni viene condotta in Pronto Soccorso in stato confusionale. La figlia riferisce caduta accidentale in casa con trauma cranico tre giorni prima. Esegue TC Cranio senza mdc che evidenzia un ematoma subdurale destro. Quale dei seguenti aspetti di imaging è tipico dell’ematoma subdurale?,D,True,D,"IT1118, D
Reasoning: L'ematoma subdurale tipicamente ha morfologia a falce/crescentica lungo la superficie cerebrale (sickle-shaped), poiché si forma nello spazio subdurale",True,API_ERROR,API_ERROR,False,,
2,IT0006,L'immagine mostra un tracciato elettrocardiografico corrispondente a:,C,True,C,"IT0006, C
Reasoning: Il tracci",True,B,"IT0006, B
Reasoning: Il tracciato è coerente con fibrillazione atriale: assenza di onde P distinte e baseline irregolare con onde f fibrillatorie e ritmo ventricolare irregolare (RR irregolari). Le altre opzioni sarebbero caratterizzate da segni diversi: gli infarti miocardici",False,,
2,IT0007,Il paziente presenterà probabilmente:,C,True,C,"IT0007, C
Reasoning: L'ECG mostra ST‑elevazione nelle derivazioni precordiali anteriori (soprattutto V1–V4) con possibile depressione reciproca negli inferiori — quadro tipico di infarto anteroseptale. Questo territorio è irrorato dalla arteria discendente anteriore (LAD). Le altre opzioni non corrispondono: l'occlusione della circonflessa dà ST‑elevazioni laterali (I, aVL, V5–V6), la perforazione posteriore/PDA dà segni inferiori/posteriori, il pneumotorace e",True,API_ERROR,API_ERROR,False,,
2,IT0031,"[Paziente uomo di 85 anni, pregresso ictus ischemico, diabetico, in terapia polifarmacologica. Da circa un mese comparsa di placche eritematose orticarioidi diffuse con successiva comparsa di bolle tese a contenuto limpido. Le lesioni sono intensamente pruriginose.] Qual è la diagnosi più probabile?",A,True,A,"IT0031, A
Reasoning: Quadro tipico di pemfigoide bolloso: paziente anziano, comparsa di placche eritematose orticarioidi precedenti e poi formazione di bolle tese a contenuto limpido, intense prurito. Le bolle sono tipicamente tese",True,A,"IT0031, A
Reasoning: Quadro tipico di pemfigoide bolloso: paziente anziano con comparsa iniziale di placche eritematose/orticarioidi molto pruriginose e poi formazione di bolle tese a contenuto limpido. Clinica e sede (anziano, bolle turgide, prurito) differenziano da pemfigo volgare (bolle flaccide, comuni lesioni mucose e Nikolsky positivo), da Herpes Zoster (vescicole dolorose in dermatomero), da dermatite da contatto (sintomatologia più eczematosa locale) e da impetigine bollosa (soprattutto in età pediatrica,",True,,
2,IT0032,"[Paziente uomo di 85 anni, pregresso ictus ischemico, diabetico, in terapia polifarmacologica. Da circa un mese comparsa di placche eritematose orticarioidi diffuse con successiva comparsa di bolle tese a contenuto limpido. Le lesioni sono intensamente pruriginose.] Qual è il procedimento diagnostico più appropriato?",B,True,B,"IT0032, B
Reasoning: Quadro clinico tipico di pemfigoide bolloso (anziano, lesioni urticariformi pruriginose seguite da bolle tese a contenuto limpido). L'esame diagnostico di scelta è la biopsia cutanea per istologia (subepidermal blister con infiltrato eosinofilo) e immunofluorescenza diretta che mostra deposito lineare di IgG/C3 alla giun",True,B,"IT0032, B
Reasoning: Quadro clinico tipico di pemfigoide bolloso (anziano, lesioni urticariformi precedenti, bolle tese, intenso prurito). L'accertamento diagnostico di scelta è biopsia cutanea",True,,
2,IT0053,"[In uno studio caso-controllo per comprendere l'eziologia del cancro dell'esofago, 870 casi e 902 controlli sono stati indagati per quanto concerne il consumo abituale di superalcolici.] L'associazione tra la malattia e il fattore di rischio può essere quantificata calcolando:",C,True,C,"IT0053, C
Reasoning: Si tratta di uno studio caso-controllo (malati vs controll",True,API_ERROR,API_ERROR,False,,
2,IT0054,"[In uno studio caso-controllo per comprendere l'eziologia del cancro dell'esofago, 870 casi e 902 controlli sono stati indagati per quanto concerne il consumo abituale di superalcolici.] È generalmente indicato tra i vantaggi degli studi caso-controllo:",A,True,A,"IT0054, A
Reasoning: Gli studi caso-controllo sono tipicamente retrospettivi, efficienti in termini di tempo e costi e adatti per malattie rare o per valutare molte esposizioni. Non permettono di calcolare incidenze o prevalenze perché i soggetti sono selezionati in base allo stato di malattia (numero di casi e controlli fissato), quindi le opzioni B, C, D ed E sono errate.",True,A,"IT0054, A
Reasoning: Gli studi caso-controllo sono generalmente economici e rapidi perché si selezionano soggetti in base all'esito (casi e controlli) e si ricostruisce l'esposizione retrospettivamente. Non permettono di calcolare l'incidenza (opzione E) né la prevalenza puntuale o periodale (opzioni B, C, D), perché la frequenza della malattia nella popolazione non è misurata direttamente quando i soggetti sono selezionati in funzione dello stato di malattia; il calcolo dell'incidenza richiede un disegno di coorte/prospettico e la prevalenza un indagine trasversale.",True,,
2,IT0063,"[Uomo, 48 anni, fumatore, iperteso in terapia con ACE inibitore. Lamenta dolore epigastrico da circa 6h. Vengono rilevati i seguenti parametri PA 90/50 mmHg, FC 57/min, satO2 99% e viene eseguito un ECG come mostrato in figura.] Le alterazioni presenti sono compatibili con:",C,True,API_ERROR,API_ERROR,False,C,"IT0063, C
Reasoning: quadro clinico e segni tipici per infarto inferiore acuto. Il paziente ha dolore epigastrico (sintomo tipico anche per ischemia inferiore), ipotensione e bradicardia: l'infarto inferiore (arteria coronaria destra che spesso dà sofferenza del nodo AV) si manifesta frequentemente con bradicardia e instabilità emodinamica. All’ECG tipico ci si aspet",True,,
2,IT0064,"[Uomo, 48 anni, fumatore, iperteso in terapia con ACE inibitore. Lamenta dolore epigastrico da circa 6h. Vengono rilevati i seguenti parametri PA 90/50 mmHg, FC 57/min, satO2 99% e viene eseguito un ECG come mostrato in figura.] Mentre si allerta la sala di emodinamica è opportuno iniziare la somministrazione di:",D,True,API_ERROR,API_ERROR,False,PARSE_ERROR,"IT0064,",False,,
2,IT0065,"[Uomo, 48 anni, fumatore, iperteso in terapia con ACE inibitore. Lamenta dolore epigastrico da circa 6h. Vengono rilevati i seguenti parametri PA 90/50 mmHg, FC 57/min, satO2 99% e viene eseguito un ECG come mostrato in figura.] Verosimilmente il paziente avrà una lesione a carico di:",A,True,A,"IT0065, A
Reasoning: L'ECG mostra sopraslivellamento del tratto ST nelle derivazioni inferiori (II, III, aVF) con reciproco sottoslivellamento in I e aVL; l'onda ST è più evidente in III rispetto a II. Questo pattern è caratteristico di un infarto della parete inferiore. Clinicamente la bassa pressione arteriosa e la bradicardia sono",True,A,"IT0065, A
Reasoning: Il quadro clinico (dolore epigastrico persistente, ipotensione 90/50 mmHg e bradicardia a 57/min) è tipico di un infarto inferiore con possibile interessamento ventricolare destro. L'occlusione della coronaria destra (RCA) determina ischemia della parete inferiore (",True,,
2,IT0095,"[Un ragazzo di 23 anni è vittima di un incidente automobilistico (moto contro auto). All'arrivo dei soccorsi viene riferito il seguente esame obiettivo neurologico: il paziente giace a occhi chiusi, non li apre né allo stimolo verbale né allo stimolo doloroso, eloquio assente, alla stimolazione algica il paziente tende ad allontanare gli arti dalla fonte dello stimolo. Presenta anisocoria per destra > sinistra.] Il paziente viene trasferito presso il Pronto Soccorso dove viene sottoposto a una TC cerebrale. Quale reperto è verosimilmente apprezzabile alla TC?",C,True,API_ERROR,API_ERROR,False,C,"IT0095, C
Reasoning: Quadro compatibile con grave trauma cranico con rapido deterioramento del livello di coscienza (E1 V1 M4 → GCS ~6) e anisocoria ipsilaterale (pupilla",True,,
2,IT0111,"[Un uomo di 37 anni si presenta al Pronto Soccorso per intensa sintomatologia algica al livello della spalla destra. Il paziente riferisce caduta accidentale sul palmo della mano con la spalla atteggiata in modica abduzione ed estensione.] Dopo la valutazione dell'esame radiografico, quale diagnosi si sospetta?",B,True,API_ERROR,API_ERROR,False,B,"IT0111, B
Reasoning: Il meccanismo (caduta sul palmo con spalla in modica abduzione ed estensione) è tipico della lussazione anteriore gleno-omerale",True,,
2,IT0130,[Paziente di 45 anni esegue indagine Risonanza Magnetica della colonna lombare per lombalgia da 2 mesi non responsiva ai farmaci antifiammatori.] L'immagine mostra una RM del rachide lombare su quale dei tre piani anatomici?,A,True,A,"IT0130, A
Reasoning: Le immagini mostrano il profilo sagittale della colonna lombare con i corpi vertebrali, i dischi intersomatici e il sacco durale/cauda equina visualizzati in tutta la loro lunghezza e simmetrici sul piano medio-laterale. Non è una vista coronale né assiale; non presenta il carattere obliquo tipico per studiare peduncoli o forami (che mostrerebbe orientamento angolato e visualizzazione laterale dei forami), quindi si tratta di un piano sagittale puro.",True,API_ERROR,API_ERROR,False,,
2,IT0131,[Paziente di 45 anni esegue indagine Risonanza Magnetica della colonna lombare per lombalgia da 2 mesi non responsiva ai farmaci antifiammatori.] Nella RM si rileva una probabile metastasi ossea. Quale indagine è la più appropriata per identificare la presenza di metastasi ossee?,A,True,A,"IT0131, A
Reasoning: Di fronte a una lesione vertebrale sospetta per metastasi alla RM la metodica di scelta per la ricerca estensiva di metastasi scheletriche rimane la scintigrafia ossea total-body con 99mTc (esame sensibile, consente lo screening di tutto lo scheletro). La TC del solo rachide è limitata alla colonna; l’ecografia non è indicata per lesioni ossee;",True,A,"IT0131, A
Reasoning: Per la ricerca di metastasi ossee a livello sistemico la scintigrafia ossea (99mTc-MDP) rimane l’indagine di screening più appropriata: è sensibile per lesioni scheletriche diffuse, esplora tutto lo scheletro in un’unica indagine ed è costo‑efficace. La RM è ottima per valutare lesioni locali (colonna) ma non per lo studio sistemico; la TC del rachide o TC selettive valutano solo regioni limitate; l’ecografia non è utile per metast",True,,
2,IT0136,[Una donna di 19 anni presenta addominalgia e diarrea postprandiali ed esegue una esofagogastroduodenoscopia nel sospetto di un malassorbimento.] Che cosa si può dedurre dall'immagine?,B,True,B,"IT0136, B
Reasoning: L'endoscopia mostra una mucosa del tenue con aspetto appiattito/scalloping e pattern a mosaico con perdita dell'architettura villare normale, tipico di atrofia mucosa (come nella celiachia). Non si vedono né raccolte purulente/fistole, né una massa evidente, né sanguinamento attivo o un'ulcera focali.",True,B,"IT0136, B
Reasoning: In a young woman with postprandial pain and diarrhoea suspected for malabsorption, duodenal endoscopy classically shows flattening/atrophy of the mucosa (villous atrophy) as in celiac disease. The other choices (fistula/abscess, neoplasm, active bleeding, ulcer) are not the typical endoscopic findings associated with malabsorption in this clinical context.",True,,
2,IT0169,"[Una donna di 45 anni presenta lesioni eritemato-ipercheratosiche non dolenti, di forma nummulare, a livello della regione scapolare. Si associano lesioni ipercheratosiche [01] con chiazza di alopecia cicatriziale [02] a livello del vertice del cuoio capelluto. Le lesioni del tronco, di vecchia data, tendono anch'esse all'atrofia cicatriziale e a lasciare esiti iperpigmentari soprattutto periferici. Tutte le lesioni tendono al peggioramento dopo l'esposizione solare.] Qual è la terapia più indicata per questa paziente?",B,True,B,"IT0169, B
Reasoning: Quadro tipico di lupus cutaneo cronico (discoide): lesioni eritemato-ipercheratosiche a forma nummulare sul tronco che evolvono con atrofia cicatriziale e iperpigmentazione periferica, e lesione ipercheratosica con chiazza di alopecia cicatriziale al vertice del cuoio capelluto; peggioramento con l’esposizione solare. Terapia sistemica di prima scelta nel lupus cutaneo cronico: idross",True,B,"IT0169, B
Reasoning: Quadro tipico di lupus cutaneo cronico (discoide): lesioni eritemato‑ipercheratosiche nummulari con tendenza all'atrofia cicatriziale e al lasciare esiti iperpigmentari, alopecia cicatriziale del vertice e fotosensibilità. Terapia sistemica di scelta per forme cutanee diffuse è l'idrossiclorochina. Fototerapia nbUVB è controindicata/peggiora per la fotosensibilità; le altre opzioni (calcipotriolo, penicillina, antimicotici) non sono appropriate.",True,,
2,IT0198,"[Una donna di 22 anni si sottopone a biopsia intestinale dopo un'iniziale valutazione clinica e laboratoristica. L'esame istologico dimostra appiattimento dei villi, iperplasia delle cripte, incremento dei linfociti intraepiteliali, come illustrato nella figura.] Con quale delle seguenti malattie può essere compatibile il reperto istologico?",C,True,C,"IT0198, C
Reasoning: Il quadro istologico descritto — appiattimento dei villi (atrofia villare), iperplasia delle cripte e incremento dei linfociti intraepiteliali — è il classico triade morfologica della malattia celiaca. Le altre condizioni elencate hanno reperti diversi (Whipple: macrofagi PAS-positivi nella lamina propria; Crohn: infiammazione transmurale e granulomi; sensibilità al glutine non-celiaca: di solito assenza delle alterazioni istologiche caratteristiche; tumore neuroendocrino: lesione neoplastica focalizzata).",True,C,"IT0198, C
Reasoning: L'insieme di appiattimento dei villi, iperplasia delle cripte e aumento dei linfociti intraepiteliali è il reperto istologico classico della malattia celiaca. Le altre condizioni elencate hanno reperti diversi (Whipple: macrofagi PAS-positivi nella lamina propria; Crohn: infiammazione transmurale/granulomi; sensibilità al glutine non-celiaca: solitamente istologia normale o non così caratteristica; tumore neuroendocrino: cellule neoplastiche).",True,,
2,IT0200,[Un paziente di 65 anni deve essere sottoposto a colecistectomia. In regime di prericovero ha eseguito un controllo radiologico del torace.] L'immagine radiologica mostrata in figura è in prima istanza compatibile con:,B,True,E,"IT0200, E
Reasoning: L'immagine mostra multiple opacità rotonde, ben delimitate e di dimensioni simili, disposte in sede anteriore e sovrapposte alla parete toracica, non integrate nel parenchima polmonare. Hanno l'aspetto caratteristico dei dischi radiopachi degli elettrodi ECG (ombra degli elettrodi), non di noduli polmonari, miliarizzazione o consolidazioni/atelectasie.",False,A,"IT0200, A
Reasoning: L’immagine mostra un pattern diffuso di piccole opacità micronodulari uniformi bilateralmente (reticolo‑nodulare “miliario”), caratteristico della tubercolosi miliare. Le metastasi tendono ad avere noduli di dimensioni più variabili e meno uniformi; la polmonite multifocale dà consolidazioni focali, le atelettasie sono lineari/segmentarie e l’ombra degli elettrodi è sovrapponibile e localizzata, non diffusa come qui.",False,,
2,IT0213,[Un medico di Pronto Soccorso sta valutando un uomo di 54 anni che lamenta dolore retrosternale.] Il dolore non migliora e improvvisamente il paziente perde coscienza. Nella figura il ritmo presente a monitor è:,B,True,B,"IT0213, B
Reasoning: Si vede una tachicardia rapida con complessi larghi di origine ventricolare il cui aspetto cambia continuamente in termine di morfologia e ampiezza (""polimorfa"", tipo torsades). Non è una fibrillazione ventricolare (in VF il tracciato è totalmente caotico senza complessi riconoscibili), né una tachicardia ventricolare monomorfa (che avrebbe complessi larghi tutti simili), né una tachicardia sopraventricolare o fibrillazione atriale (queste avrebbero complessi stretti o un aspetto diverso, non complessi ventricolari larghi e polimorfi).",True,E,"IT0213, E
Reasoning: Il quadro clinico (dolore toracico seguito da perdita di coscienza) e il ritmo descrivono un tracciato completamente caotico senza complessi QRS riconoscibili, tipico della fibrillazione ventricolare. Non si vedono complessi larghi monomorfi (escludendo TV monomorfa) né un pattern a “twisting” caratteristico della TV polimorfa/torsione di punta; non ci sono neppure onde p-onde o QRS regolari che suggerirebbero tachicardia sopraventricolare o fibrillazione atriale. Pertanto la risposta corretta è fibrillazione ventricolare.",False,,
2,IT0214,[Un medico di Pronto Soccorso sta valutando un uomo di 54 anni che lamenta dolore retrosternale.] Il dolore non migliora e improvvisamente il paziente perde coscienza. Il trattamento di prima scelta è:,A,True,A,"IT0214, A
Reasoning: Il tracciato mostra un'aritmia ventricolare grave (fibrillazione/coarse VF o tachicardia ventricolare senza polso) in un paziente che ha perso coscienza. In caso di FV/TV senza polso la terapia di prima scelta è la defibrillazione immediata (shock elettrico). Adrenalina e antiaritmici (es. lidocaina o amiodarone) sono trattamenti successivi se la defibrillazione iniziale non è risolutiva; manovre vagali o espansione volemica non sono indicate.",True,A,"IT0214, A
Reasoning: In un paziente con dolore toracico che si sincronizza con perdita di coscienza si sospetta arresto cardiaco per fibrillazione ventricolare/tachicardia ventricolare senza polso. Il trattamento di prima scelta è la defibrillazione elettrica immediata (shock non sincronizzato) secondo le linee guida ACLS. Adrenalina e antiaritmici (es. lidocaina) sono secondari e vengono usati dopo avviamento di RCP e tentativi di defibrillazione; espansione volemica e manovre vagali non sono appropriate in questo quadro.",True,,
2,IT0229,"[Il 13 agosto del 2011, alle ore 20, in Sicilia, un medico legale viene contattato dal Pubblico Ministero in quanto avvisato dalle forze dell'ordine del ritrovamento di un cadavere presso il domicilio dello stesso. Giunto sul luogo, il medico legale viene informato dalla polizia che, a causa dell'odore acre presente nell'appartamento, si era proceduto ad apertura delle finestre di tutte le stanze della casa. Si iniziano le operazioni di sopralluogo, il cadavere si presenta come in figura.] Alla luce dell'immagine allegata e dei dati riportati, considerando una completa risoluzione della rigidità, si può stimare in via preliminare che siano trascorsi:",A,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
2,IT0235,"[Un uomo di 65 anni presenta insorgenza, in pieno benessere, di cefalea e vomito, seguiti dalla comparsa di afasia ed emiparesi destra. Viene quindi accompagnato in Pronto Soccorso; i familiari riferiscono in anamnesi ipertensione ed etilismo con associata cirrosi epatica. Alla visita il medico trova il paziente soporoso, risvegliabile alla chiamata, afasico globale ed emiplegico a destra. Si prende visione della TC encefalo senza mezzo di contrasto che nel frattempo è stata richiesta (si veda immagine).] Qual è la diagnosi più probabile?",C,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
2,IT0236,"[Una donna di 76 anni riferisce di sentire, da alcuni mesi, il braccio di destra più debole; tale disturbo sembra avere un andamento peggiorativo. Nelle ultime settimane sarebbero inoltre comparse delle difficoltà nell'eloquio. La paziente si reca quindi dal neurologo che riscontra un deficit stenico all'arto superiore di destra e una afasia espressiva. Consiglia quindi l'esecuzione di una RM encefalo con mezzo di contrasto. Tale esame evidenzia la presenza di una lesione espansiva verosimilmente extra-assiale a livello frontale destro, captante vivacemente e omogeneamente contrasto, associata a ispessimento della dura madre perilesionale (tail durale) (si veda immagine).] Qual è la diagnosi più probabile?",A,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
2,IT0250,"[Un ragazzo di 19 anni presenta un intenso dolore a livello della coscia, prevalentemente notturno, che regredisce dopo la somministrazione di acido acetilsalicilico.] Quale neoformazione è sospettabile con questo quadro clinico-radiologico?",A,True,A,"IT0250, A
Reasoning: Quadro clinico tipico di osteoma osteoide: giovane (adolescente/giovane adulto), dolore intenso soprattutto notturno che si risolve con acido acetilsalicilico/ FANS (azione sui prostaglandine prodotte dal nidus). Le immagini mostrano un piccolo nidus centrale circondato da marcata sclerosi reattiva (ben evidente al TC assiale e alla risonanza con edema osseo circostante), caratteristico dell’osteoma osteoide. Le altre lesioni elencate (condroblastoma",True,A,"IT0250, A
Reasoning: Quadro tipico di osteoma osteoide: adolescente/giovane adulto con dolore intenso soprattutto notturno che regredisce con acido acetilsalicilico/ FANS (tumore produce prostaglandine). Radiologicamente si osserva un piccolo nidus radiotrasparente con sclerosi reattiva corticale nelle diafisi di ossa lunghe (es. coscia). Le altre lesioni (condroblastoma, condrosarcoma, osteosarcoma, encondroma) hanno presentazioni cliniche e radiologiche diverse e non mostrano il classico sollievo dal dolore con aspirina.",True,,
2,IT0311,"[Un paziente di 49 anni presenta da diversi mesi in regione perineale papule roseo-brunastre talvolta confluenti in placche, asintomatiche.] Quale terapia per queste lesioni NON è indicata?",E,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
2,IT0340,La radiografia del torace in figura mostra un quadro che potrebbe essere pericoloso per la vita del paziente: quale?,C,True,API_ERROR,API_ERROR,False,C,"IT0340, C
Reasoning: L’immagine radiografica tipica di un pneumotorace si riconosce per l’aumento della radiosità (ipertrasparenza) dell’emitorace interessato con assenza di trama vascolare periferica e presenza della linea pleurica viscerale staccata dalla parete toracica. Un pneumotorace, soprattutto se in tensione, può essere immediatamente pericoloso per la vita. Le altre opzioni sono meno coerenti con il quadro radiologico: un emotorace darebbe invece un’opacità a livello dell’emitorace con eventuale livello fluido; una cardiomegalia",True,,
2,IT0375,[Un ragazzo di 25 anni è vittima di un incidente motociclistico. Viene soccorso e trasferito presso l'ospedale più vicino; viene valutato dai medici del Pronto Soccorso che rilevano una Glasgow Coma Scale (GCS) di 8/15. Il ragazzo viene sottoposto a una TC cerebrale (si veda l'immagine).] Qual è la diagnosi più probabile?,B,True,B,"IT0375, B
Reasoning: La TC mostra una raccolta extra-assiale iperdensa a forma a falce/crescentica lungo la convessità cerebrale con effetto massa e spostamento della linea mediana. La morfologia a falce che può attraversare le suture è tipica di un ematoma sottodurale acuto (rottura delle vene ponte). Un ematoma epidurale sarebbe lenticolare/biconvesso; le altre opzioni (intraventricolare, subaracnoideo, intraparenchimale) comporterebbero localizzazioni e aspetti diversi.",True,C,"IT0375, C
Reasoning: In un trauma cranico giovane con riduzione del livello di coscienza la TC mostra una raccolta extra-assiale iperdensa di forma lenticolare/biconvessa tipica di un ematoma epidurale (spazio tra periostio cranico e dura mater, non oltrepassa le suture). Le altre opzioni (subdurale = raccolta a falce/crescentica che attraversa le suture; intraparenchimale = nel parenchima; subaracnoidea = iperdensità nelle scissure/sulci; intraventricolare = sangue nei ventricoli) non corrispondono alla morfologia tipica vista in questa TC.",False,,
2,IT0390,"[ Un uomo di 45 anni, cadendo dallo scooter, riporta una frattura scomposta del terzo medio della diafisi omerale con il quadro radiografico in figura.]  Qual è la complicanza immediata più frequente che si potrebbe verificare con il suddetto quadro clinico-radiografico?",C,True,C,"IT0390, C
Reasoning: La frattura del terzo medio della diafisi omerale mette a rischio il nervo radiale che decorre nella doccia radiale (spira­le groove) a contatto con la corticale posteriore dell'omero. Il danno radiale (p.es. deficit di estensione del polso ""wrist drop"" e alterazione sensitiva sulla faccia dorsale della mano) è la complicanza neurologica più frequente",True,C,"IT0390, C
Reasoning: Una frattura scomposta del terzo medio della diafisi omerale mette a rischio il nervo radiale, che decorre nella gola (solco) del radio sull'aspetto postero-laterale dell'omero a livello della diafisi. La lesione radiale è la complicanza più frequente in questo tipo di frattura (clinicamente: deficit di estensione del polso/dita, “drop” del polso, ipoestesia dorso-radiale della mano). Le altre strutture elencate (nervo mediano, arteria brachiale, nervo ulnare) sono più a rischio in fratture distali/sopracondilari o a livello del gomito; la tromboembolia polmonare non è una complicanza immediata tipica di questo quadro.",True,,
2,IT0455,"Un paziente pauci-sintomatico di 78 anni, in corso di autovalutazione della pressione arteriosa riscontra una certa irregolarità del battito.  L'ECG mostrato in figura evidenzia:",B,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
2,IT0456,"Un uomo di 70 anni, iperteso e fumatore, che ha subito recentemente un intervento di prostatectomia, richiede assistenza per la comparsa di dispnea da circa 5 ore. Al  monitor del personale dell'ambulanza, la pressione arteriosa è 100/50 mmHg e la saturazione di O2 risulta pari a 88%. Viene inoltre registrato l'elettrocardiogramma  mostrato in figura.  Quale è la diagnosi più probabile?",B,True,API_ERROR,API_ERROR,False,B,"IT0456, B
Reasoning: Quadro clinico ecofisiologico compatibile con embolia polmonare acuta — insorgenza improvvisa di dispnea in paziente post-operatorio (alto rischio tromboembolico), ipossiemia marcata (SpO2 88%) e ipotensione (segno di possibile embolia massiva/instabile). L’ECG (segni di sovraccarico/str",True,,
2,IT0507,Una donna di 77 anni in buone condizioni generali giunge in Pronto Soccorso in seguito a caduta accidentale in casa. In figura viene mostrata la radiografia del bacino e  delle anche della paziente.  Come si definisce questa frattura?,A,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
